direction,profile,program_code,vuz,faculty,exams,scores,forms
Эксплуатация транспортно-технологических машин и комплексов,Автомобили и автомобильное хозяйство,23.03.03,Костромская ГСХА,Инженерно-технологический факультет (механизации сельского хозяйства),"[['РЯ'], ['M'], ['ИКТ', 'Ф']]","[['125', 'очно']]","[{'education_form2': 'Очная', 'score': '125', 'free_places': '25', 'average_score': '155', 'olympic': 'no data', 'price': -133846}]"
Агрономия,Информационные технологии в АПК,35.03.04,Костромская ГСХА,Факультет агробизнеса,"[['РЯ'], ['Б'], ['M', 'Х']]","[['127', 'очно']]","[{'education_form2': 'Очная', 'score': '127', 'free_places': '10', 'average_score': '165', 'olympic': 'no data', 'price': -133846}]"
Агрономия,Декоративное растениеводство и фитодизайн,35.03.04,Костромская ГСХА,Факультет агробизнеса,"[['РЯ'], ['Б'], ['Г', 'M']]","[['159', 'очно']]","[{'education_form2': 'Очная', 'score': '159', 'free_places': '11', 'average_score': '190', 'olympic': 'no data', 'price': -133846}, {'education_form2': 'Заочная', 'score': 'Только платное', 'free_places': 'Нет данных', 'average_score': '190', 'olympic': 'no data', 'price': -32092}]"
Агрономия,Экономика и управление в агрономии,35.03.04,Костромская ГСХА,Факультет агробизнеса,"[['РЯ'], ['Б'], ['ИКТ', 'M']]","[['154', 'очно']]","[{'education_form2': 'Очная', 'score': '154', 'free_places': '11', 'average_score': '168', 'olympic': 'no data', 'price': -133846}]"
Агроинженерия,Экономика и управление в агроинженерии,35.03.06,Костромская ГСХА,Инженерно-технологический факультет (механизации сельского хозяйства),"[['РЯ'], ['M'], ['ИКТ', 'Ф']]","[['123', 'очно']]","[{'education_form2': 'Очная', 'score': '123', 'free_places': '18', 'average_score': '143', 'olympic': 'no data', 'price': -133846}]"
Агроинженерия,Технический сервис в агропромышленном комплексе,35.03.06,Костромская ГСХА,Инженерно-технологический факультет (механизации сельского хозяйства),"[['РЯ'], ['M'], ['Ф', 'Х']]","[['124', 'очно'], ['159', 'заоч.']]","[{'education_form2': 'Очная', 'score': '124', 'free_places': '18', 'average_score': '146', 'olympic': 'no data', 'price': -133846}, {'education_form2': 'Заочная', 'score': '159', 'free_places': '18', 'average_score': '146', 'olympic': 'no data', 'price': -32092}]"
Агроинженерия,Электрооборудование и электротехнологии,35.03.06,Костромская ГСХА,Электроэнергетический факультет,"[['РЯ'], ['M'], ['ИКТ', 'Х']]","[['115', 'очно'], ['159', 'заоч.']]","[{'education_form2': 'Очная', 'score': '115', 'free_places': '17', 'average_score': '146', 'olympic': 'no data', 'price': -133846}, {'education_form2': 'Заочная', 'score': '159', 'free_places': '17', 'average_score': '146', 'olympic': 'no data', 'price': -32092}]"
Агроинженерия,Информационные технологии в электроэнергетике,35.03.06,Костромская ГСХА,Инженерно-технологический факультет (механизации сельского хозяйства),"[['РЯ'], ['M'], ['ИКТ', 'Ф']]","[['115', 'очно']]","[{'education_form2': 'Очная', 'score': '115', 'free_places': '32', 'average_score': '138', 'olympic': 'no data', 'price': -133846}]"
Агроинженерия,Цифровые технологии в инженерии,35.03.06,Костромская ГСХА,Инженерно-технологический факультет (механизации сельского хозяйства),"[['РЯ'], ['M'], ['Ф', 'Х']]","[['101', 'очно']]","[{'education_form2': 'Очная', 'score': '101', 'free_places': '18', 'average_score': '140', 'olympic': 'no data', 'price': -133846}]"
Ландшафтная архитектура,Ландшафтное проектирование,35.03.10,Костромская ГСХА,Архитектурно-строительный факультет,"[['РЯ'], ['M'], ['Б', 'Г']]","[['153', 'очно'], ['139', 'заоч.']]","[{'education_form2': 'Очная', 'score': '153', 'free_places': '17', 'average_score': '170', 'olympic': 'no data', 'price': -133846}, {'education_form2': 'Заочная', 'score': '139', 'free_places': '15', 'average_score': '170', 'olympic': 'no data', 'price': -32092}]"
Зоотехния,"Генетика, селекция и биотехнология животных",36.03.02,Костромская ГСХА,Факультет ветеринарной медицины и зоотехнии,"[['РЯ'], ['Б'], ['M', 'Х']]","[['109', 'очно']]","[{'education_form2': 'Очная', 'score': '109', 'free_places': '20', 'average_score': '160', 'olympic': 'no data', 'price': -133846}, {'education_form2': 'Заочная', 'score': 'Только платное', 'free_places': 'Нет данных', 'average_score': '160', 'olympic': 'no data', 'price': -32092}]"
Экономика,Финансы и кредит; Учетно-аналитические системы и аудит в цифровой экономике,38.03.01,Костромская ГСХА,Экономический факультет,"[['РЯ'], ['M'], ['И', 'О']]",[],"[{'education_form2': 'Очная', 'score': 'Только платное', 'free_places': 'Нет данных', 'average_score': 'no data', 'olympic': 'no data', 'price': -117143}, {'education_form2': 'Очно-заочная', 'score': 'Только платное', 'free_places': 'Нет данных', 'average_score': 'no data', 'olympic': 'no data', 'price': -51720}]"
Экономика,Экономическая безопасность,38.03.01,Костромская ГСХА,Экономический факультет,"[['РЯ'], ['M'], ['Г', 'О']]",[],"[{'education_form2': 'Очная', 'score': 'Только платное', 'free_places': 'Нет данных', 'average_score': 'no data', 'olympic': 'no data', 'price': -117143}]"
Менеджмент,Управление предпринимательской деятельностью,38.03.02,Костромская ГСХА,Экономический факультет,"[['РЯ'], ['M'], ['И', 'О']]",[],"[{'education_form2': 'Очная', 'score': 'Только платное', 'free_places': 'Нет данных', 'average_score': 'no data', 'olympic': 'no data', 'price': -117143}]"
